Time,Unsubtracted Weight,Baseline Weight,Program Temperature,Sample Temperature,Sample Purge Flow,Balance Purge Flow, 
6.183333,4.444081,0.000000,138.880000,136.820000,0.000000,0.100000, 
6.200000,4.444045,0.000000,139.210000,137.160000,0.000000,0.100000, 
6.216667,4.444045,0.000000,139.540000,137.500000,0.000000,0.100000, 
6.233333,4.444010,0.000000,139.870000,137.840000,0.000000,0.100000, 
6.250000,4.443974,0.000000,140.210000,138.170000,0.000000,0.100000, 
6.266667,4.443974,0.000000,140.540000,138.500000,0.000000,0.100000, 
6.283333,4.443939,0.000000,140.870000,138.830000,0.000000,0.100000, 
6.300000,4.443903,0.000000,141.210000,139.170000,0.000000,0.100000, 
6.316667,4.443868,0.000000,141.540000,139.500000,0.000000,0.100000, 
6.333333,4.443868,0.000000,141.880000,139.840000,0.000000,0.100000, 
6.350000,4.443832,0.000000,142.210000,140.170000,0.000000,0.100000, 
6.366667,4.443797,0.000000,142.540000,140.510000,0.000000,0.100000, 
6.383333,4.443797,0.000000,142.880000,140.840000,0.000000,0.100000, 
6.400000,4.443761,0.000000,143.210000,141.180000,0.000000,0.100000, 
6.416667,4.443761,0.000000,143.540000,141.510000,0.000000,0.100000, 
6.433333,4.443726,0.000000,143.880000,141.830000,0.000000,0.100000, 
6.450000,4.443726,0.000000,144.210000,142.170000,0.000000,0.100000, 
6.466667,4.443690,0.000000,144.540000,142.510000,0.000000,0.100000, 
6.483333,4.443690,0.000000,144.870000,142.850000,0.000000,0.100000, 
6.500000,4.443690,0.000000,145.210000,143.190000,0.000000,0.100000, 
6.516667,4.443690,0.000000,145.540000,143.510000,0.000000,0.100000, 
6.533333,4.443655,0.000000,145.870000,143.830000,0.000000,0.100000, 
6.550000,4.443655,0.000000,146.210000,144.160000,0.000000,0.100000, 
6.566667,4.443619,0.000000,146.540000,144.510000,0.000000,0.100000, 
6.583333,4.443584,0.000000,146.880000,144.850000,0.000000,0.100000, 
6.600000,4.443548,0.000000,147.210000,145.180000,0.000000,0.100000, 
6.616667,4.443513,0.000000,147.540000,145.520000,0.000000,0.100000, 
6.633333,4.443477,0.000000,147.880000,145.840000,0.000000,0.100000, 
6.650000,4.443442,0.000000,148.210000,146.180000,0.000000,0.100000, 
6.666667,4.443442,0.000000,148.540000,146.510000,0.000000,0.100000, 
6.683333,4.443407,0.000000,148.870000,146.860000,0.000000,0.100000, 
6.700000,4.443407,0.000000,149.210000,147.180000,0.000000,0.100000, 
6.716667,4.443371,0.000000,149.540000,147.510000,0.000000,0.100000, 
6.733333,4.443371,0.000000,149.870000,147.840000,0.000000,0.100000, 
6.750000,4.443336,0.000000,150.210000,148.190000,0.000000,0.100000, 
6.766667,4.443300,0.000000,150.540000,148.510000,0.000000,0.100000, 
6.783333,4.443265,0.000000,150.880000,148.850000,0.000000,0.100000, 
6.800000,4.443229,0.000000,151.210000,149.180000,0.000000,0.100000, 
6.816667,4.443194,0.000000,151.540000,149.510000,0.000000,0.100000, 
6.833333,4.443158,0.000000,151.880000,149.850000,0.000000,0.100000, 
6.850000,4.443158,0.000000,152.210000,150.190000,0.000000,0.100000, 
6.866667,4.443123,0.000000,152.540000,150.520000,0.000000,0.100000, 
6.883333,4.443123,0.000000,152.870000,150.850000,0.000000,0.100000, 
6.900000,4.443087,0.000000,153.210000,151.180000,0.000000,0.100000, 
6.916667,4.443052,0.000000,153.540000,151.510000,0.000000,0.100000, 
6.933333,4.443016,0.000000,153.870000,151.850000,0.000000,0.100000, 
6.950000,4.442981,0.000000,154.210000,152.190000,0.000000,0.100000, 
6.966667,4.442981,0.000000,154.540000,152.530000,0.000000,0.100000, 
6.983333,4.442945,0.000000,154.880000,152.850000,0.000000,0.100000, 
7.000000,4.442910,0.000000,155.210000,153.180000,0.000000,0.100000, 
7.016667,4.442910,0.000000,155.540000,153.510000,0.000000,0.100000, 
7.033333,4.442874,0.000000,155.880000,153.850000,0.000000,0.100000, 
7.050000,4.442839,0.000000,156.210000,154.200000,0.000000,0.100000, 
7.066667,4.442839,0.000000,156.540000,154.540000,0.000000,0.100000, 
7.083333,4.442803,0.000000,156.870000,154.870000,0.000000,0.100000, 
7.100000,4.442768,0.000000,157.210000,155.190000,0.000000,0.100000, 
7.116667,4.442732,0.000000,157.540000,155.520000,0.000000,0.100000, 
7.133333,4.442697,0.000000,157.870000,155.860000,0.000000,0.100000, 
7.150000,4.442661,0.000000,158.210000,156.210000,0.000000,0.100000, 
7.166667,4.442661,0.000000,158.540000,156.540000,0.000000,0.100000, 
7.183333,4.442626,0.000000,158.880000,156.890000,0.000000,0.100000, 
7.200000,4.442626,0.000000,159.210000,157.220000,0.000000,0.100000, 
7.216667,4.442590,0.000000,159.540000,157.550000,0.000000,0.100000, 
7.233333,4.442555,0.000000,159.880000,157.870000,0.000000,0.100000, 
7.250000,4.442555,0.000000,160.210000,158.210000,0.000000,0.100000, 
7.266667,4.442519,0.000000,160.540000,158.560000,0.000000,0.100000, 
7.283333,4.442448,0.000000,160.870000,158.910000,0.000000,0.100000, 
7.300000,4.442413,0.000000,161.210000,159.250000,0.000000,0.100000, 
7.316667,4.442377,0.000000,161.540000,159.570000,0.000000,0.100000, 
7.333333,4.442342,0.000000,161.870000,159.890000,0.000000,0.100000, 
7.350000,4.442306,0.000000,162.210000,160.230000,0.000000,0.100000, 
7.366667,4.442271,0.000000,162.540000,160.570000,0.000000,0.100000, 
7.383333,4.442235,0.000000,162.880000,160.910000,0.000000,0.100000, 
7.400000,4.442200,0.000000,163.210000,161.250000,0.000000,0.100000, 
7.416667,4.442200,0.000000,163.540000,161.590000,0.000000,0.100000, 
7.433333,4.442164,0.000000,163.880000,161.910000,0.000000,0.100000, 
7.450000,4.442129,0.000000,164.210000,162.250000,0.000000,0.100000, 
7.466667,4.442129,0.000000,164.540000,162.590000,0.000000,0.100000, 
7.483333,4.442093,0.000000,164.870000,162.930000,0.000000,0.100000, 
7.500000,4.442058,0.000000,165.210000,163.260000,0.000000,0.100000, 
7.516667,4.442022,0.000000,165.540000,163.600000,0.000000,0.100000, 
7.533333,4.441987,0.000000,165.870000,163.940000,0.000000,0.100000, 
7.550000,4.441987,0.000000,166.210000,164.270000,0.000000,0.100000, 
7.566667,4.441951,0.000000,166.540000,164.610000,0.000000,0.100000, 
7.583333,4.441916,0.000000,166.880000,164.930000,0.000000,0.100000, 
7.600000,4.441880,0.000000,167.210000,165.280000,0.000000,0.100000, 
7.616667,4.441845,0.000000,167.540000,165.600000,0.000000,0.100000, 
7.633333,4.441845,0.000000,167.880000,165.940000,0.000000,0.100000, 
7.650000,4.441809,0.000000,168.210000,166.290000,0.000000,0.100000, 
7.666667,4.441774,0.000000,168.540000,166.630000,0.000000,0.100000, 
7.683333,4.441738,0.000000,168.880000,166.960000,0.000000,0.100000, 
7.700000,4.441703,0.000000,169.210000,167.290000,0.000000,0.100000, 
7.716667,4.441703,0.000000,169.540000,167.620000,0.000000,0.100000, 
7.733333,4.441667,0.000000,169.870000,167.970000,0.000000,0.100000, 
7.750000,4.441632,0.000000,170.210000,168.300000,0.000000,0.100000, 
7.766667,4.441596,0.000000,170.540000,168.640000,0.000000,0.100000, 
7.783333,4.441561,0.000000,170.870000,168.980000,0.000000,0.100000, 
7.800000,4.441525,0.000000,171.210000,169.310000,0.000000,0.100000, 
7.816667,4.441490,0.000000,171.540000,169.640000,0.000000,0.100000, 
7.833333,4.441454,0.000000,171.880000,169.970000,0.000000,0.100000, 
7.850000,4.441419,0.000000,172.210000,170.310000,0.000000,0.100000, 
7.866667,4.441348,0.000000,172.540000,170.660000,0.000000,0.100000, 
7.883333,4.441313,0.000000,172.880000,170.990000,0.000000,0.100000, 
7.900000,4.441313,0.000000,173.210000,171.330000,0.000000,0.100000, 
7.916667,4.441277,0.000000,173.540000,171.660000,0.000000,0.100000, 
7.933333,4.441242,0.000000,173.870000,172.000000,0.000000,0.100000, 
7.950000,4.441206,0.000000,174.210000,172.330000,0.000000,0.100000, 
7.966667,4.441206,0.000000,174.540000,172.670000,0.000000,0.100000, 
7.983333,4.441171,0.000000,174.870000,173.000000,0.000000,0.100000, 
8.000000,4.441135,0.000000,175.210000,173.340000,0.000000,0.100000, 
8.016667,4.441100,0.000000,175.540000,173.680000,0.000000,0.100000, 
8.033333,4.441100,0.000000,175.880000,174.010000,0.000000,0.100000, 
8.050000,4.441064,0.000000,176.210000,174.340000,0.000000,0.100000, 
8.066667,4.441029,0.000000,176.540000,174.680000,0.000000,0.100000, 
8.083333,4.440993,0.000000,176.880000,175.030000,0.000000,0.100000, 
8.100000,4.440958,0.000000,177.210000,175.360000,0.000000,0.100000, 
8.116667,4.440922,0.000000,177.540000,175.690000,0.000000,0.100000, 
8.133333,4.440851,0.000000,177.870000,176.020000,0.000000,0.100000, 
8.150000,4.440816,0.000000,178.210000,176.360000,0.000000,0.100000, 
8.166667,4.440780,0.000000,178.540000,176.700000,0.000000,0.100000, 
8.183333,4.440780,0.000000,178.870000,177.040000,0.000000,0.100000, 
8.200000,4.440745,0.000000,179.210000,177.360000,0.000000,0.100000, 
8.216667,4.440709,0.000000,179.540000,177.700000,0.000000,0.100000, 
8.233333,4.440674,0.000000,179.880000,178.040000,0.000000,0.100000, 
8.250000,4.440638,0.000000,180.210000,178.380000,0.000000,0.100000, 
8.266667,4.440638,0.000000,180.540000,178.720000,0.000000,0.100000, 
8.283333,4.440603,0.000000,180.880000,179.050000,0.000000,0.100000, 
8.300000,4.440567,0.000000,181.210000,179.390000,0.000000,0.100000, 
8.316667,4.440567,0.000000,181.540000,179.720000,0.000000,0.100000, 
8.333333,4.440532,0.000000,181.870000,180.060000,0.000000,0.100000, 
8.350000,4.440496,0.000000,182.210000,180.390000,0.000000,0.100000, 
8.366667,4.440461,0.000000,182.540000,180.730000,0.000000,0.100000, 
8.383333,4.440390,0.000000,182.870000,181.060000,0.000000,0.100000, 
8.400000,4.440354,0.000000,183.210000,181.400000,0.000000,0.100000, 
8.416667,4.440283,0.000000,183.540000,181.740000,0.000000,0.100000, 
8.433333,4.440248,0.000000,183.880000,182.080000,0.000000,0.100000, 
8.450000,4.440177,0.000000,184.210000,182.410000,0.000000,0.100000, 
8.466667,4.440141,0.000000,184.540000,182.750000,0.000000,0.100000, 
8.483333,4.440106,0.000000,184.880000,183.080000,0.000000,0.100000, 
8.500000,4.440070,0.000000,185.210000,183.410000,0.000000,0.100000, 
8.516667,4.440035,0.000000,185.540000,183.760000,0.000000,0.100000, 
8.533333,4.439999,0.000000,185.870000,184.100000,0.000000,0.100000, 
8.550000,4.439964,0.000000,186.210000,184.430000,0.000000,0.100000, 
8.566667,4.439928,0.000000,186.540000,184.770000,0.000000,0.100000, 
8.583333,4.439857,0.000000,186.870000,185.100000,0.000000,0.100000, 
8.600000,4.439822,0.000000,187.210000,185.430000,0.000000,0.100000, 
8.616667,4.439751,0.000000,187.540000,185.760000,0.000000,0.100000, 
8.633333,4.439715,0.000000,187.880000,186.100000,0.000000,0.100000, 
8.650000,4.439644,0.000000,188.210000,186.460000,0.000000,0.100000, 
8.666667,4.439609,0.000000,188.540000,186.780000,0.000000,0.100000, 
8.683333,4.439573,0.000000,188.880000,187.120000,0.000000,0.100000, 
8.700000,4.439502,0.000000,189.210000,187.440000,0.000000,0.100000, 
8.716667,4.439467,0.000000,189.540000,187.790000,0.000000,0.100000, 
8.733333,4.439396,0.000000,189.870000,188.120000,0.000000,0.100000, 
8.750000,4.439360,0.000000,190.210000,188.460000,0.000000,0.100000, 
8.766667,4.439289,0.000000,190.540000,188.800000,0.000000,0.100000, 
8.783333,4.439254,0.000000,190.870000,189.130000,0.000000,0.100000, 
8.800000,4.439219,0.000000,191.210000,189.460000,0.000000,0.100000, 
8.816667,4.439183,0.000000,191.540000,189.800000,0.000000,0.100000, 
8.833333,4.439148,0.000000,191.880000,190.140000,0.000000,0.100000, 
8.850000,4.439112,0.000000,192.210000,190.480000,0.000000,0.100000, 
8.866667,4.439077,0.000000,192.540000,190.810000,0.000000,0.100000, 
8.883333,4.439041,0.000000,192.880000,191.150000,0.000000,0.100000, 
8.900000,4.438970,0.000000,193.210000,191.480000,0.000000,0.100000, 
8.916667,4.438935,0.000000,193.540000,191.810000,0.000000,0.100000, 
8.933333,4.438864,0.000000,193.880000,192.160000,0.000000,0.100000, 
8.950000,4.438828,0.000000,194.210000,192.500000,0.000000,0.100000, 
8.966667,4.438793,0.000000,194.540000,192.830000,0.000000,0.100000, 
8.983333,4.438757,0.000000,194.870000,193.150000,0.000000,0.100000, 
9.000000,4.438686,0.000000,195.210000,193.490000,0.000000,0.100000, 
9.016667,4.438651,0.000000,195.540000,193.830000,0.000000,0.100000, 
9.033333,4.438615,0.000000,195.870000,194.170000,0.000000,0.100000, 
9.050000,4.438544,0.000000,196.210000,194.500000,0.000000,0.100000, 
9.066667,4.438509,0.000000,196.540000,194.850000,0.000000,0.100000, 
9.083333,4.438473,0.000000,196.880000,195.170000,0.000000,0.100000, 
9.100000,4.438438,0.000000,197.210000,195.520000,0.000000,0.100000, 
9.116667,4.438367,0.000000,197.540000,195.840000,0.000000,0.100000, 
9.133333,4.438331,0.000000,197.880000,196.180000,0.000000,0.100000, 
9.150000,4.438296,0.000000,198.210000,196.520000,0.000000,0.100000, 
9.166667,4.438260,0.000000,198.540000,196.860000,0.000000,0.100000, 
9.183333,4.438189,0.000000,198.870000,197.190000,0.000000,0.100000, 
9.200000,4.438154,0.000000,199.210000,197.530000,0.000000,0.100000, 
9.216667,4.438083,0.000000,199.540000,197.860000,0.000000,0.100000, 
9.233333,4.438047,0.000000,199.870000,198.200000,0.000000,0.100000, 
9.250000,4.437976,0.000000,200.210000,198.540000,0.000000,0.100000, 
9.266667,4.437941,0.000000,200.540000,198.870000,0.000000,0.100000, 
9.283333,4.437870,0.000000,200.880000,199.210000,0.000000,0.100000, 
9.300000,4.437834,0.000000,201.210000,199.550000,0.000000,0.100000, 
9.316667,4.437763,0.000000,201.540000,199.880000,0.000000,0.100000, 
9.333333,4.437728,0.000000,201.880000,200.210000,0.000000,0.100000, 
9.350000,4.437657,0.000000,202.210000,200.550000,0.000000,0.100000, 
9.366667,4.437621,0.000000,202.540000,200.890000,0.000000,0.100000, 
9.383333,4.437586,0.000000,202.870000,201.220000,0.000000,0.100000, 
9.400000,4.437550,0.000000,203.210000,201.560000,0.000000,0.100000, 
9.416667,4.437515,0.000000,203.540000,201.890000,0.000000,0.100000, 
9.433333,4.437515,0.000000,203.870000,202.230000,0.000000,0.100000, 
9.450000,4.437444,0.000000,204.210000,202.570000,0.000000,0.100000, 
9.466667,4.437408,0.000000,204.540000,202.910000,0.000000,0.100000, 
9.483333,4.437373,0.000000,204.880000,203.230000,0.000000,0.100000, 
9.500000,4.437302,0.000000,205.210000,203.570000,0.000000,0.100000, 
9.516667,4.437266,0.000000,205.540000,203.910000,0.000000,0.100000, 
9.533333,4.437231,0.000000,205.880000,204.250000,0.000000,0.100000, 
9.550000,4.437195,0.000000,206.210000,204.590000,0.000000,0.100000, 
9.566667,4.437124,0.000000,206.540000,204.930000,0.000000,0.100000, 
9.583333,4.437089,0.000000,206.870000,205.250000,0.000000,0.100000, 
9.600000,4.437018,0.000000,207.210000,205.580000,0.000000,0.100000, 
9.616667,4.436983,0.000000,207.540000,205.930000,0.000000,0.100000, 
9.633333,4.436912,0.000000,207.870000,206.270000,0.000000,0.100000, 
9.650000,4.436876,0.000000,208.210000,206.610000,0.000000,0.100000, 
9.666667,4.436805,0.000000,208.540000,206.940000,0.000000,0.100000, 
9.683333,4.436770,0.000000,208.880000,207.270000,0.000000,0.100000, 
9.700000,4.436699,0.000000,209.210000,207.600000,0.000000,0.100000, 
9.716667,4.436663,0.000000,209.540000,207.940000,0.000000,0.100000, 
9.733333,4.436628,0.000000,209.880000,208.280000,0.000000,0.100000, 
9.750000,4.436557,0.000000,210.210000,208.620000,0.000000,0.100000, 
9.766667,4.436521,0.000000,210.540000,208.940000,0.000000,0.100000, 
9.783333,4.436450,0.000000,210.870000,209.280000,0.000000,0.100000, 
9.800000,4.436415,0.000000,211.210000,209.620000,0.000000,0.100000, 
9.816667,4.436344,0.000000,211.540000,209.960000,0.000000,0.100000, 
9.833333,4.436308,0.000000,211.870000,210.300000,0.000000,0.100000, 
9.850000,4.436273,0.000000,212.210000,210.620000,0.000000,0.100000, 
9.866667,4.436202,0.000000,212.540000,210.950000,0.000000,0.100000, 
9.883333,4.436166,0.000000,212.880000,211.300000,0.000000,0.100000, 
9.900000,4.436131,0.000000,213.210000,211.650000,0.000000,0.100000, 
9.916667,4.436060,0.000000,213.540000,211.980000,0.000000,0.100000, 
9.933333,4.435989,0.000000,213.880000,212.310000,0.000000,0.100000, 
9.950000,4.435953,0.000000,214.210000,212.630000,0.000000,0.100000, 
9.966667,4.435882,0.000000,214.540000,212.980000,0.000000,0.100000, 
9.983333,4.435811,0.000000,214.870000,213.320000,0.000000,0.100000, 
10.000000,4.435776,0.000000,215.210000,213.660000,0.000000,0.100000, 
10.016667,4.435705,0.000000,215.540000,213.990000,0.000000,0.100000, 
10.033333,4.435634,0.000000,215.870000,214.320000,0.000000,0.100000, 
10.050000,4.435598,0.000000,216.210000,214.660000,0.000000,0.100000, 
10.066667,4.435563,0.000000,216.540000,214.990000,0.000000,0.100000, 
10.083333,4.435492,0.000000,216.880000,215.330000,0.000000,0.100000, 
10.100000,4.435456,0.000000,217.210000,215.670000,0.000000,0.100000, 
10.116667,4.435421,0.000000,217.540000,216.010000,0.000000,0.100000, 
10.133333,4.435385,0.000000,217.880000,216.330000,0.000000,0.100000, 
10.150000,4.435314,0.000000,218.210000,216.670000,0.000000,0.100000, 
10.166667,4.435279,0.000000,218.540000,217.010000,0.000000,0.100000, 
10.183333,4.435243,0.000000,218.880000,217.350000,0.000000,0.100000, 
10.200000,4.435208,0.000000,219.210000,217.690000,0.000000,0.100000, 
10.216667,4.435137,0.000000,219.540000,218.020000,0.000000,0.100000, 
10.233333,4.435101,0.000000,219.870000,218.350000,0.000000,0.100000, 
10.250000,4.435066,0.000000,220.210000,218.690000,0.000000,0.100000, 
10.266667,4.434995,0.000000,220.540000,219.020000,0.000000,0.100000, 
10.283333,4.434960,0.000000,220.870000,219.360000,0.000000,0.100000, 
10.300000,4.434924,0.000000,221.210000,219.700000,0.000000,0.100000, 
10.316667,4.434889,0.000000,221.540000,220.030000,0.000000,0.100000, 
10.333333,4.434853,0.000000,221.880000,220.370000,0.000000,0.100000, 
10.350000,4.434818,0.000000,222.210000,220.700000,0.000000,0.100000, 
10.366667,4.434782,0.000000,222.540000,221.040000,0.000000,0.100000, 
10.383333,4.434782,0.000000,222.880000,221.370000,0.000000,0.100000, 
10.400000,4.434747,0.000000,223.210000,221.710000,0.000000,0.100000, 
10.416667,4.434711,0.000000,223.540000,222.050000,0.000000,0.100000, 
10.433333,4.434711,0.000000,223.870000,222.380000,0.000000,0.100000, 
10.450000,4.434676,0.000000,224.210000,222.720000,0.000000,0.100000, 
10.466667,4.434640,0.000000,224.540000,223.060000,0.000000,0.100000, 
10.483333,4.434605,0.000000,224.870000,223.390000,0.000000,0.100000, 
10.500000,4.434569,0.000000,225.210000,223.730000,0.000000,0.100000, 
10.516667,4.434534,0.000000,225.540000,224.070000,0.000000,0.100000, 
10.533333,4.434498,0.000000,225.880000,224.400000,0.000000,0.100000, 
10.550000,4.434463,0.000000,226.210000,224.730000,0.000000,0.100000, 
10.566667,4.434427,0.000000,226.540000,225.070000,0.000000,0.100000, 
10.583333,4.434356,0.000000,226.880000,225.410000,0.000000,0.100000, 
10.600000,4.434321,0.000000,227.210000,225.740000,0.000000,0.100000, 
10.616667,4.434285,0.000000,227.540000,226.070000,0.000000,0.100000, 
10.633333,4.434250,0.000000,227.870000,226.410000,0.000000,0.100000, 
10.650000,4.434214,0.000000,228.210000,226.750000,0.000000,0.100000, 
10.666667,4.434143,0.000000,228.540000,227.090000,0.000000,0.100000, 
10.683333,4.434108,0.000000,228.870000,227.420000,0.000000,0.100000, 
10.700000,4.434037,0.000000,229.210000,227.760000,0.000000,0.100000, 
10.716667,4.434001,0.000000,229.540000,228.090000,0.000000,0.100000, 
10.733333,4.433966,0.000000,229.880000,228.430000,0.000000,0.100000, 
10.750000,4.433895,0.000000,230.210000,228.760000,0.000000,0.100000, 
10.766667,4.433859,0.000000,230.540000,229.100000,0.000000,0.100000, 
10.783333,4.433824,0.000000,230.880000,229.440000,0.000000,0.100000, 
10.800000,4.433788,0.000000,231.210000,229.770000,0.000000,0.100000, 
10.816667,4.433717,0.000000,231.540000,230.110000,0.000000,0.100000, 
10.833333,4.433682,0.000000,231.870000,230.440000,0.000000,0.100000, 
10.850000,4.433611,0.000000,232.210000,230.780000,0.000000,0.100000, 
10.866667,4.433540,0.000000,232.540000,231.120000,0.000000,0.100000, 
10.883333,4.433504,0.000000,232.870000,231.450000,0.000000,0.100000, 
10.900000,4.433469,0.000000,233.210000,231.790000,0.000000,0.100000, 
10.916667,4.433433,0.000000,233.540000,232.110000,0.000000,0.100000, 
10.933333,4.433362,0.000000,233.880000,232.450000,0.000000,0.100000, 
10.950000,4.433327,0.000000,234.210000,232.790000,0.000000,0.100000, 
10.966667,4.433291,0.000000,234.540000,233.140000,0.000000,0.100000, 
10.983333,4.433256,0.000000,234.880000,233.470000,0.000000,0.100000, 
11.000000,4.433256,0.000000,235.210000,233.800000,0.000000,0.100000, 
11.016667,4.433220,0.000000,235.540000,234.140000,0.000000,0.100000, 
11.033333,4.433185,0.000000,235.870000,234.470000,0.000000,0.100000, 
11.050000,4.433149,0.000000,236.210000,234.800000,0.000000,0.100000, 
11.066667,4.433149,0.000000,236.540000,235.160000,0.000000,0.100000, 
11.083333,4.433114,0.000000,236.870000,235.490000,0.000000,0.100000, 
11.100000,4.433078,0.000000,237.210000,235.820000,0.000000,0.100000, 
11.116667,4.433043,0.000000,237.540000,236.160000,0.000000,0.100000, 
11.133333,4.433007,0.000000,237.880000,236.480000,0.000000,0.100000, 
11.150000,4.432972,0.000000,238.210000,236.830000,0.000000,0.100000, 
11.166667,4.432936,0.000000,238.540000,237.160000,0.000000,0.100000, 
11.183333,4.432901,0.000000,238.880000,237.500000,0.000000,0.100000, 
11.200000,4.432866,0.000000,239.210000,237.840000,0.000000,0.100000, 
11.216667,4.432830,0.000000,239.540000,238.170000,0.000000,0.100000, 
11.233333,4.432795,0.000000,239.880000,238.510000,0.000000,0.100000, 
11.250000,4.432795,0.000000,240.210000,238.840000,0.000000,0.100000, 
11.266667,4.432795,0.000000,240.540000,239.180000,0.000000,0.100000, 
11.283333,4.432795,0.000000,240.880000,239.520000,0.000000,0.100000, 
11.300000,4.432795,0.000000,241.210000,239.850000,0.000000,0.100000, 
11.316667,4.432759,0.000000,241.540000,240.180000,0.000000,0.100000, 
11.333333,4.432724,0.000000,241.880000,240.520000,0.000000,0.100000, 
11.350000,4.432688,0.000000,242.210000,240.860000,0.000000,0.100000, 
11.366667,4.432653,0.000000,242.540000,241.190000,0.000000,0.100000, 
11.383333,4.432617,0.000000,242.880000,241.530000,0.000000,0.100000, 
11.400000,4.432582,0.000000,243.210000,241.860000,0.000000,0.100000, 
11.416667,4.432546,0.000000,243.540000,242.190000,0.000000,0.100000, 
11.433333,4.432511,0.000000,243.880000,242.530000,0.000000,0.100000, 
11.450000,4.432440,0.000000,244.210000,242.880000,0.000000,0.100000, 
11.466667,4.432404,0.000000,244.540000,243.210000,0.000000,0.100000, 
11.483333,4.432369,0.000000,244.880000,243.550000,0.000000,0.100000, 
11.500000,4.432333,0.000000,245.210000,243.870000,0.000000,0.100000, 
11.516667,4.432298,0.000000,245.540000,244.200000,0.000000,0.100000, 
11.533333,4.432262,0.000000,245.880000,244.550000,0.000000,0.100000, 
11.550000,4.432227,0.000000,246.210000,244.880000,0.000000,0.100000, 
11.566667,4.432191,0.000000,246.540000,245.230000,0.000000,0.100000, 
11.583333,4.432156,0.000000,246.880000,245.550000,0.000000,0.100000, 
11.600000,4.432120,0.000000,247.210000,245.880000,0.000000,0.100000, 
11.616667,4.432085,0.000000,247.540000,246.220000,0.000000,0.100000, 
11.633333,4.432049,0.000000,247.880000,246.570000,0.000000,0.100000, 
11.650000,4.431978,0.000000,248.210000,246.910000,0.000000,0.100000, 
11.666667,4.431943,0.000000,248.540000,247.240000,0.000000,0.100000, 
11.683333,4.431907,0.000000,248.880000,247.570000,0.000000,0.100000, 
11.700000,4.431872,0.000000,249.210000,247.890000,0.000000,0.100000, 
11.716667,4.431836,0.000000,249.540000,248.230000,0.000000,0.100000, 
11.733333,4.431801,0.000000,249.880000,248.580000,0.000000,0.100000, 
11.750000,4.431765,0.000000,250.210000,248.920000,0.000000,0.100000, 
11.766667,4.431765,0.000000,250.540000,249.250000,0.000000,0.100000, 
11.783333,4.431730,0.000000,250.880000,249.590000,0.000000,0.100000, 
11.800000,4.431694,0.000000,251.210000,249.910000,0.000000,0.100000, 
11.816667,4.431659,0.000000,251.540000,250.250000,0.000000,0.100000, 
11.833333,4.431623,0.000000,251.880000,250.590000,0.000000,0.100000, 
11.850000,4.431588,0.000000,252.210000,250.930000,0.000000,0.100000, 
11.866667,4.431588,0.000000,252.540000,251.270000,0.000000,0.100000, 
11.883333,4.431552,0.000000,252.880000,251.600000,0.000000,0.100000, 
11.900000,4.431517,0.000000,253.210000,251.930000,0.000000,0.100000, 
11.916667,4.431481,0.000000,253.540000,252.270000,0.000000,0.100000, 
11.933333,4.431481,0.000000,253.880000,252.600000,0.000000,0.100000, 
11.950000,4.431446,0.000000,254.210000,252.940000,0.000000,0.100000, 
11.966667,4.431410,0.000000,254.540000,253.280000,0.000000,0.100000, 
11.983333,4.431375,0.000000,254.880000,253.620000,0.000000,0.100000, 
12.000000,4.431339,0.000000,255.210000,253.950000,0.000000,0.100000, 
12.016667,4.431304,0.000000,255.540000,254.280000,0.000000,0.100000, 
12.033333,4.431268,0.000000,255.880000,254.620000,0.000000,0.100000, 
12.050000,4.431233,0.000000,256.210000,254.960000,0.000000,0.100000, 
12.066667,4.431233,0.000000,256.540000,255.290000,0.000000,0.100000, 
12.083333,4.431197,0.000000,256.880000,255.630000,0.000000,0.100000, 
12.100000,4.431197,0.000000,257.210000,255.960000,0.000000,0.100000, 
12.116667,4.431126,0.000000,257.540000,256.290000,0.000000,0.100000, 
12.133333,4.431091,0.000000,257.880000,256.630000,0.000000,0.100000, 
12.150000,4.431055,0.000000,258.210000,256.970000,0.000000,0.100000, 
12.166667,4.430984,0.000000,258.540000,257.310000,0.000000,0.100000, 
12.183333,4.430949,0.000000,258.880000,257.640000,0.000000,0.100000, 
12.200000,4.430949,0.000000,259.210000,257.980000,0.000000,0.100000, 
12.216667,4.430913,0.000000,259.540000,258.310000,0.000000,0.100000, 
12.233333,4.430878,0.000000,259.880000,258.650000,0.000000,0.100000, 
12.250000,4.430842,0.000000,260.210000,258.990000,0.000000,0.100000, 
12.266667,4.430807,0.000000,260.540000,259.320000,0.000000,0.100000, 
12.283333,4.430807,0.000000,260.880000,259.650000,0.000000,0.100000, 
12.300000,4.430772,0.000000,261.210000,259.990000,0.000000,0.100000, 
12.316667,4.430736,0.000000,261.540000,260.330000,0.000000,0.100000, 
12.333333,4.430701,0.000000,261.880000,260.670000,0.000000,0.100000, 
12.350000,4.430665,0.000000,262.210000,261.000000,0.000000,0.100000, 
12.366667,4.430630,0.000000,262.540000,261.330000,0.000000,0.100000, 
12.383333,4.430594,0.000000,262.880000,261.670000,0.000000,0.100000, 
12.400000,4.430559,0.000000,263.210000,262.000000,0.000000,0.100000, 
12.416667,4.430559,0.000000,263.540000,262.330000,0.000000,0.100000, 
12.433333,4.430523,0.000000,263.880000,262.680000,0.000000,0.100000, 
