Storage Modulus (MPa),,,,,,,Loss Modulus (MPa),,,,,,,Tan Delta,,,,,
PC/ABS 0.1Hz,,PC/ABS 1Hz,,PC/ABS 10Hz,,,PC/ABS 0.1Hz,,PC/ABS 1Hz,,PC/ABS 10Hz,,,PC/ABS 0.1Hz,,PC/ABS 1Hz,,PC/ABS 10Hz,
Temperature (℃),Storage Modulus (MPa),Temperature (℃),Storage Modulus (MPa),Temperature (℃),Storage Modulus (MPa),,Temperature (℃),Loss Modulus (MPa),Temperature (℃),Loss Modulus (MPa),Temperature (℃),Loss Modulus (MPa),,Temperature (℃),Tan Delta,Temperature (℃),Tan Delta,Temperature (℃),Tan Delta
,,171.088,28.4638,147.238,226.517,,,,,,147.238,146.906,,,,,,147.238,0.64854
,,171.398,27.0866,147.539,211.964,,,,,,147.539,147.027,,,,,,147.539,0.69364
,,171.7,26.0115,147.776,199.796,,,,,,147.776,148.168,,,,,,147.776,0.7416
,,171.998,22.3658,148.043,185.226,,,,,,,,,,,,,148.043,0.81857
,,172.303,21.7116,148.284,171.786,,,,,,,,,,,,,148.284,0.90106
,,172.613,21.4911,148.558,156.765,,,,,,,,,,,,,148.558,1.01125
,,172.925,21.5014,148.795,144.238,,,,,,,,,,,,,148.795,1.11672
,,173.243,21.5108,149.071,131.304,,,,,,,,,,,,,149.071,1.24373
,,173.555,21.6128,149.31,120.812,,,,,,,,,,,,,149.31,1.35874
,,173.866,21.79,149.619,108.693,,,,,,,,,,,,,149.619,1.51604
,,174.175,15.7725,149.904,99.0779,,,,,,,,,,,,,149.904,1.65979
,,174.477,15.0825,150.148,91.4704,,,,,,,,,,,,,150.148,1.79288
,,174.785,14.3539,150.426,84.2599,,,,,,,,,,,,,150.426,1.94368
,,175.099,13.8427,150.672,78.8052,,,,,,,,,,,,,150.672,2.076
,,175.415,13.1322,150.983,73.166,,,,,,,,,,,,,150.983,2.23516
,,175.733,12.8286,151.258,69.0156,,,,,,,,,,,,,151.258,2.37073
,,176.06,8.33622,151.504,66.043,,,,,,,,,,,,,151.504,2.47833
,,176.377,7.90263,151.775,63.1523,,,,,,,,,,,,,151.775,2.59545
,,176.683,7.78107,152.014,61.1195,,,,,,,,,,,,,152.014,2.6884
,,,,152.284,59.2057,,,,,,,,,,,,,152.284,2.78532
,,,,152.587,57.3437,,,,,,,,,,,,,152.587,2.88757
,,,,152.824,55.9723,,,,,,,,,,,,,152.824,2.96659
,,,,153.09,54.2803,,,,,,,,,,,,,153.09,3.06742
,,,,153.323,52.7416,,,,,,,,,,,,,153.323,3.16336
,,,,153.592,50.9759,,,,,,,,,,,,,153.592,3.2792
,,,,153.833,49.5656,,,,,,,,,,,,,153.833,3.3772
,,,,154.108,48.14,,,,,,,,,,,,,154.108,3.48469
,,,,154.414,46.9182,,,,,,,,,,,,,154.414,3.5881
,,,,154.659,45.8598,,,,,,,,,,,,,154.659,3.68093
,,,,154.937,44.5161,,,,,,,,,,,,,154.937,3.80692
,,,,155.178,43.3665,,,,,,,,,,,,,155.178,3.92567
,,,,155.464,42.4245,,,,,,,,,,,,,155.464,4.03211
,,,,156.539,35.4152,,,,,,,,,,,,,156.539,4.85494
,,,,156.82,34.0266,,,,,,,,,,,,,156.82,5.04831
,,,,157.055,32.8639,,,,,,,,,,,,,157.055,5.21161
,,,,157.325,30.9152,,,,,,,,,,,,,157.325,5.4585
,,,,157.561,30.2312,,,,,,,,,,,,,157.561,5.66621
,,,,157.858,28.423,,,,,,,,,,,,,157.858,6.02273
,,,,158.121,27.0321,,,,,,,,,,,,,158.121,6.3314
,,,,158.356,26.1021,,,,,,,,,,,,,158.356,6.55112
,,,,158.626,24.903,,,,,,,,,,,,,158.626,6.86465
,,,,158.863,24.218,,,,,,,,,,,,,158.863,7.0559
,,,,159.141,23.6284,,,,,,,,,,,,,159.141,7.22052
,,,,159.381,23.3973,,,,,,,,,,,,,159.381,7.27117
,,,,159.693,19.9084,,,,,,,,,,,,,159.693,7.68906
,,,,159.967,18.0269,,,,,,,,,,,,,159.967,8.50039
,,,,160.21,16.9388,,,,,,,,,,,,,160.21,9.11024
,,,,160.482,16.3948,,,,,,,,,,,,,160.482,9.41264
,,,,160.72,15.9733,,,,,,,,,,,,,160.72,9.66356
,,,,161.004,15.4705,,,,,,,,,,,,,161.004,10.0011
,,,,161.245,15.1654,,,,,,,,,,,,,161.245,10.193
,,,,161.521,14.8835,,,,,,,,,,,,,161.521,10.3914
,,,,161.836,14.5345,,,,,,,,,,,,,161.836,10.6225
,,,,162.074,14.4321,,,,,,,,,,,,,162.074,10.6956
,,,,162.352,14.4719,,,,,,,,,,,,,162.352,10.6656
,,,,162.591,14.6704,,,,,,,,,,,,,162.591,10.5321
,,,,162.858,14.9322,,,,,,,,,,,,,162.858,10.3657
,,,,163.102,15.3426,,,,,,,,,,,,,163.102,10.1052
,,,,163.406,15.6952,,,,,,,,,,,,,163.406,9.88881
,,,,163.673,16.1269,,,,,,,,,,,,,163.673,9.63361
,,,,163.911,16.3955,,,,,,,,,,,,,163.911,9.47988
,,,,164.183,16.7318,,,,,,,,,,,,,164.183,9.29092
,,,,164.419,14.617,,,,,,,,,,,,,164.419,9.28729
,,,,164.699,14.3929,,,,,,,,,,,,,166.908,8.76857
,,,,165.015,14.1245,,,,,,,,,,,,,167.16,8.41913
,,,,165.265,14.309,,,,,,,,,,,,,167.445,7.94768
,,,,165.55,14.275,,,,,,,,,,,,,167.689,7.72754
,,,,165.791,14.2696,,,,,,,,,,,,,167.966,7.43041
,,,,166.066,14.446,,,,,,,,,,,,,168.205,7.30574
,,,,166.311,14.6716,,,,,,,,,,,,,168.513,7.10455
,,,,166.59,15.1563,,,,,,,,,,,,,168.785,6.65418
,,,,166.908,14.2183,,,,,,,,,,,,,169.024,6.57138
,,,,167.16,14.7404,,,,,,,,,,,,,169.302,6.51299
,,,,167.445,15.5528,,,,,,,,,,,,,169.542,6.47823
,,,,167.689,15.9576,,,,,,,,,,,,,,
,,,,167.966,16.5562,,,,,,,,,,,,,,
,,,,168.205,16.7996,,,,,,,,,,,,,,
,,,,168.513,17.2242,,,,,,,,,,,,,,
,,,,168.785,15.9295,,,,,,,,,,,,,,
,,,,169.024,16.258,,,,,,,,,,,,,,
,,,,169.302,16.3901,,,,,,,,,,,,,,
,,,,169.542,16.5151,,,,,,,,,,,,,,
,,,,169.821,16.6261,,,,,,,,,,,,,,
,,,,170.137,16.8976,,,,,,,,,,,,,,
,,,,170.385,17.1391,,,,,,,,,,,,,,
,,,,170.666,14.9098,,,,,,,,,,,,,,
,,,,170.917,15.0831,,,,,,,,,,,,,,
,,,,171.202,15.014,,,,,,,,,,,,,,
,,,,171.452,14.8903,,,,,,,,,,,,,,
,,,,171.729,15.0033,,,,,,,,,,,,,,
